SYMBOL	GSE12251_logFC	GSE12251_PValue	GSE12251_adjP	GSE16879_logFC	GSE16879_PValue	GSE16879_adjP	GSE23597_logFC	GSE23597_PValue	GSE23597_adjP	GSE12251_direction	GSE16879_direction	GSE23597_direction	max_same_direction_cohorts	nominal_p_lt_0_05_cohorts
PAWR	0.635384397515044	0.00116431253024591	0.109777334371987	0.761231789831923	0.0156710156797974	0.442797303510555	0.256327359618111	0.0498409484038937	0.978703585101868	up_in_responders	up_in_responders	up_in_responders	3	3
NIBAN1	-1.2525447720474	0.00125885048328402	0.112525734714894	-1.06321183234557	0.00283251800937898	0.36021998381195	-0.65997413752348	0.0222617404613676	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
NRP2	-0.856564167125206	0.00130835998284651	0.114350941080686	-1.02899725511161	0.00749060015998284	0.400604479035708	-0.9348961367262	0.0230685633447238	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
LINC00458	-0.858867749249316	0.00180439301550942	0.131657402818611	-1.10482164715094	0.0484788913881847	0.543710588105441	-0.533871377651215	0.023007827174539	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
ADGRF5	-0.877034786167497	0.00202351068001829	0.137129630707387	-0.678796667770282	0.037369340738781	0.520776051837226	-0.533334551769859	0.0154258418084856	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
PIGN	0.817799050668115	0.00217129982705661	0.141665653990835	0.34942283491011	0.0299867199748005	0.50743544247051	0.649877124506772	0.00172925252031197	0.978703585101868	up_in_responders	up_in_responders	up_in_responders	3	3
OR1F1	-0.578769644622654	0.00221054699521576	0.14242704667806	0.608509830090685	0.026686409385459	0.497031258294884	-0.266878000432102	0.0448514967937187	0.978703585101868	up_in_nonresponders	up_in_responders	up_in_nonresponders	2	3
ACTN1	-1.16587311276118	0.00230523666766962	0.143879925576298	-0.305325560418555	0.0245292728307232	0.492884230804774	-0.390458607528045	0.0196436142220577	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
PECAM1	-1.02945102134441	0.00246240180992788	0.14925922279136	-0.868448783297196	0.0112183780510615	0.417360557011905	-0.66709501497101	0.00565939212620465	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
PIBF1	0.491649374677543	0.00262884547953095	0.152420070618616	-0.319890493339989	0.0320765422150355	0.512502906372609	0.238774933237573	0.0264912988489523	0.978703585101868	up_in_responders	up_in_nonresponders	up_in_responders	2	3
PREX1	-0.887485927237823	0.00287957794565176	0.157126670836836	-1.20832638060373	0.0103765821251439	0.414754560034003	-0.51199465695892	0.0157753922775461	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
HLA-DQA1	-2.14493007288411	0.00289321602342125	0.157349122283786	-1.31205831641596	0.00850185094495746	0.409820281730389	-1.69931380656585	0.000442316307689802	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
F5	-0.93062272154933	0.0030139416544711	0.160768058495812	-1.32179780886286	0.022775382579788	0.484530755855995	-0.785108454067814	0.0101139378609	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
SLC10A7	0.657632068855228	0.00305751516095437	0.161672767335764	1.11351613685915	0.035483739347173	0.519980210230114	0.377762411104965	0.0174729659560946	0.978703585101868	up_in_responders	up_in_responders	up_in_responders	3	3
CAV1	-0.672726545810572	0.00332834512249581	0.167332723109308	-1.20046577847993	0.00122586520756633	0.358334591272218	-0.417285598578028	0.0370565934850532	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
CHN2	0.780982834262409	0.00344354482571136	0.169756269049676	0.727343911658762	0.00147838061033574	0.358334591272218	0.22903968493806	0.0333998319570182	0.978703585101868	up_in_responders	up_in_responders	up_in_responders	3	3
KITLG	0.582894986148262	0.00353687152687978	0.171739299051644	1.64211403575003	0.0331238228137149	0.515196196276261	-0.964151308940072	0.0141656289225088	0.978703585101868	up_in_responders	up_in_responders	up_in_nonresponders	2	3
RIPOR2	-1.20790447228529	0.00362169343420096	0.173220828453286	-1.35195860136853	0.0291970353134371	0.505498938987552	-0.787666496684024	0.0115761723095449	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
CADM4	-1.17333833252438	0.00393210865343081	0.17611246496739	0.918525294004437	0.0263723547753616	0.497031258294884	-0.806670426472168	0.00710599852403968	0.978703585101868	up_in_nonresponders	up_in_responders	up_in_nonresponders	2	3
LZTS1	-0.895283831581687	0.00426383950062341	0.182700176094502	-1.15211937565315	0.026703513481378	0.497031258294884	-0.347198453123887	0.014971453870525	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
ADGRL4	-0.779775896833202	0.00466454580641895	0.189911773678546	-0.791748205400335	0.0357940407696194	0.519980210230114	-0.602798699908543	0.00499981600883135	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
PDXDC1	-0.507731602118512	0.00481983714362834	0.192353719582394	0.697862491898829	0.0411855313289937	0.532386605902021	-0.369854465230837	0.0186235784794677	0.978703585101868	up_in_nonresponders	up_in_responders	up_in_nonresponders	2	3
PTPRE	-0.571522123938711	0.00485169638696476	0.193052953076611	-0.349938921643335	0.0363593692242444	0.520644673310791	-0.391054116668678	0.04055917153567	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
LOXL2	1.02315487140368	0.00486651621568905	0.193052953076611	-1.03589022353254	0.0163634713357357	0.447718373405248	-0.85789847565419	0.0296839773546675	0.978703585101868	up_in_responders	up_in_nonresponders	up_in_nonresponders	2	3
HMGA1	-1.50117334718331	0.00486764835022381	0.193052953076611	-1.90444727930501	0.0141153789663073	0.436331834731446	0.551769512417047	0.0129155006186851	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_responders	2	3
CCDC34	0.466609286106071	0.00519362884718536	0.199832271090682	0.809021714206494	0.0462642834153221	0.542280085522815	-0.592886619616253	0.023482095965366	0.978703585101868	up_in_responders	up_in_responders	up_in_nonresponders	2	3
LRRC8C	-0.739814825435473	0.00531720370026314	0.201868757194654	-1.52703543764914	0.000493311129657443	0.31028576288925	-0.349519458559011	0.0231916023118834	0.978703585101868	up_in_nonresponders	up_in_nonresponders	up_in_nonresponders	3	3
