ID_REF	logFC	AveExpr	t	P.Value	adj.P.Val	B	response_reference	SYMBOL	ENTREZID
203424_s_at	-2.49526627224657	6.16632499575255	-6.16959737205622	2.24852421601837e-06	0.122938061510805	3.68884699531551	responder_vs_nonresponder	IGFBP5	3488
206501_x_at	-1.74712704559933	4.78093639286746	-5.52974212832975	1.09420681808966e-05	0.202396172192817	2.55879844829716	responder_vs_nonresponder	ETV1	2115
206172_at	-2.32693646906516	7.20308242154615	-5.47308945698905	1.26095973655877e-05	0.202396172192817	2.45573279071972	responder_vs_nonresponder	IL13RA2	3598
210998_s_at	-2.38413305904267	3.62758695146242	-5.36771171355919	1.64270884776571e-05	0.202396172192817	2.26283046148448	responder_vs_nonresponder	HGF	3082
204879_at	-2.76832325178842	5.46398264359373	-5.20889457808197	2.45067318292077e-05	0.209139322378885	1.96930440185217	responder_vs_nonresponder	PDPN	10630
223790_at	-2.43485977579654	3.42822525160799	-5.17381797123055	2.67759534824361e-05	0.209139322378885	1.90404396671479	responder_vs_nonresponder	KATNAL1	84056
222248_s_at	2.11760982256066	2.51429445233849	4.98269501686675	4.34299090175025e-05	0.296816284441494	1.54591043555853	responder_vs_nonresponder	SIRT4	23409
209774_x_at	-1.1760085204847	10.869477773872	-4.83187922055747	6.3680655431007e-05	0.308723043324931	1.26052455432456	responder_vs_nonresponder	CXCL2	2920
211564_s_at	-1.99796275611722	5.24685615819936	-4.81821717712787	6.59296268696506e-05	0.308723043324931	1.2345622992081	responder_vs_nonresponder	PDLIM4	8572
229164_s_at	-1.860632683142	5.38613980572175	-4.7156158139911	8.55739951818288e-05	0.308723043324931	1.03905315698191	responder_vs_nonresponder	ABTB1	80325
231067_s_at	-1.53442813929978	4.0855147773642	-4.68041749571868	9.35874593480165e-05	0.308723043324931	0.971776981141341	responder_vs_nonresponder	AKAP12	9590
209070_s_at	-1.6194187680442	8.5255258566577	-4.67381346996845	9.51727388790832e-05	0.308723043324931	0.959143401953511	responder_vs_nonresponder	RGS5	8490
201865_x_at	-0.984458336973663	8.63895271724645	-4.66986725693851	9.61328322156189e-05	0.308723043324931	0.951592623926016	responder_vs_nonresponder	NR3C1	2908
203881_s_at	-1.05033638660719	6.19140459528799	-4.66135964088969	9.82358344495172e-05	0.308723043324931	0.935309845996952	responder_vs_nonresponder	DMD	1756
205798_at	-1.56346680514623	8.8864332245416	-4.64740723516903	0.000101784982136966	0.308723043324931	0.908594262496567	responder_vs_nonresponder	IL7R	3575
204669_s_at	-1.99045017694017	4.99748076220255	-4.63183558493532	0.000105897906516859	0.308723043324931	0.878760924122093	responder_vs_nonresponder	RNF24	11237
1561170_at	2.25638599367648	2.71681913523443	4.62895167505736	0.000106677701342285	0.308723043324931	0.873233742645839	responder_vs_nonresponder	GOLGA6L6	727832
234809_at	1.51558347467973	2.07801884143364	4.60718083841065	0.000112752974980702	0.308723043324931	0.831489183271543	responder_vs_nonresponder	ZC4H2	55906
213707_s_at	1.85722739324409	1.88946945049216	4.58764545963622	0.0001184987051263	0.308723043324931	0.794002367541739	responder_vs_nonresponder	DLX5	1749
207177_at	-2.48218912309232	4.84037827278457	-4.58738667909487	0.000118576751894349	0.308723043324931	0.793505610624609	responder_vs_nonresponder	PTGFR	5737
220353_at	1.66990019207286	4.569402480196	4.5688865699161	0.000124291644805211	0.30889298544204	0.757980862446143	responder_vs_nonresponder	FAM86C1P	55199
216047_x_at	1.41962985074507	4.22346792113478	4.51679608743751	0.000141906530522691	0.31028576288925	0.657834086501595	responder_vs_nonresponder	SEZ6L	23544
201645_at	-2.29566403940251	9.05595142934282	-4.48360849121465	0.000154409337416939	0.31028576288925	0.59394215058823	responder_vs_nonresponder	TNC	3371
209278_s_at	-4.29022413765821	5.21360102208424	-4.45433602731632	0.000166347423626575	0.31028576288925	0.537535408176243	responder_vs_nonresponder	TFPI2	7980
208547_at	1.77277319753002	2.91604024593536	4.43702151989076	0.000173838055954972	0.31028576288925	0.504149401607228	responder_vs_nonresponder	H2BC3	3018
1560836_at	2.25829773885202	3.10889296653141	4.42539476533574	0.000179056071329893	0.31028576288925	0.481721912417384	responder_vs_nonresponder	LINC01241	101929582
205680_at	-1.85569448937361	8.82501189083021	-4.41586711113859	0.000183448335796267	0.31028576288925	0.463338461915844	responder_vs_nonresponder	MMP10	4319
239810_at	1.84171606198975	2.80337366729336	4.40990361520921	0.000186252053641118	0.31028576288925	0.451829740590667	responder_vs_nonresponder	VASH1	22846
1559522_at	0.636998495655458	5.91004187828675	4.4088315347951	0.000186760603573587	0.31028576288925	0.449760592312654	responder_vs_nonresponder	LOC100505918	100505918
221477_s_at	-1.0331562833159	10.7434926787436	-4.39363034775989	0.000194122269776643	0.31028576288925	0.420415992439552	responder_vs_nonresponder	SOD2	6648
1555233_at	-2.08695212903156	4.55290098906723	-4.38065109203466	0.000200636500704692	0.31028576288925	0.395352230330627	responder_vs_nonresponder	RHOJ	57381
230369_at	-1.17971053063284	4.89507301670252	-4.37773363245279	0.000202130510318535	0.31028576288925	0.389717395306919	responder_vs_nonresponder	GPR161	23432
227140_at	-2.73694830229199	8.44511991294901	-4.37181064122987	0.000205197836560678	0.31028576288925	0.378276475198338	responder_vs_nonresponder	INHBA	3624
1559477_s_at	-1.64700082011335	4.88408991849027	-4.35145294163903	0.000216098608426723	0.31028576288925	0.33894192226481	responder_vs_nonresponder	MEIS1	4211
210335_at	-1.46468869897358	3.80096869162893	-4.33881363557276	0.000223154928996066	0.31028576288925	0.314512100216165	responder_vs_nonresponder	RASSF9	9182
215524_x_at	-1.66613985363487	4.3856510930505	-4.23826238038591	0.000288107405622806	0.31028576288925	0.119962626053114	responder_vs_nonresponder	YME1L1	10730
