pathway	pval	padj	log2err	ES	NES	size	leadingEdge	dataset_id	direction
HALLMARK_TNFA_SIGNALING_VIA_NFKB	6.18834944830631e-40	3.09417472415316e-38	1.64704014100292	-0.6244462721853	-3.7196513635682	200	CXCL2|IL7R|TNC|SOD2|INHBA|CXCL6|DRAM1|TRAF1|PLAU|CEBPB|CXCL1|PDE4B|CD69|CFLAR|SOCS3|RIGI|PTGS2|IL6|CCL2|ACKR3|IL23A|GPR183|CCL4|ABCA1|PHLDA1|CCN1|CXCL3|DUSP2|TNFAIP8|NINJ1|IER5|GFPT2|PNRC1|ICAM1|IL1B|G0S2|DENND5A|IL6ST|BCL6|LIF|IFIH1|SERPINE1|CXCL10|TLR2|NR4A3|SLC2A3|NAMPT|TNFAIP6|BCL2A1|TNFAIP3|MAP3K8|IFIT2|BTG2|CSF2|YRDC|CD44|CCL5|RIPK2|TNFRSF9|IER3|BTG3|PTX3|GEM|NFKBIA|FJX1|IL15RA|SLC16A6|PFKFB3|PLPP3|IL1A|SLC2A6|PLEK|PTPRE|KYNU|LITAF|ZFP36|NFAT5|GADD45B|CXCL11|KLF10|CD83|MSC|NFIL3|PLK2|PANX1|EGR3|TNIP2|CEBPD|DUSP1|CD80|TRIB1|MCL1|IRF1|DUSP4|JUNB|F3|KDM6B|PLAUR|EGR2|STAT5A|NFKB1|CCNL1|MYC|KLF9|PMEPA1|EHD1|OLR1|SAT1|IL12B|EGR1|SERPINB2|NFKBIE|TNF|DNAJB4|SNN	GSE16879	Enriched in nonresponders
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.46018512621407e-37	3.65046281553517e-36	1.5959566534683	-0.610332105550808	-3.63557723020218	200	PDLIM4|TNC|TFPI2|INHBA|CXCL6|MMP3|WNT5A|CXCL1|SPOCK1|FBN1|VCAN|GLIPR1|FAP|CXCL8|IL6|CDH11|VIM|TNFRSF11B|CALU|LOX|COL6A3|TIMP3|FLNA|CCN1|DCN|COL4A1|NNMT|FERMT2|MSX1|NTM|PTHLH|SERPINH1|FSTL1|SERPINE1|CALD1|RGS4|LGALS1|ITGA5|SERPINE2|LUM|BASP1|LAMC1|COL5A2|CTHRC1|TNFAIP3|FGF2|GAS1|COL4A2|PFN2|WIPF1|CD44|MMP2|COL3A1|COL12A1|MMP1|PRRX1|DPYSL3|LOXL2|COL1A2|PTX3|EMP3|GEM|TGFBI|PCOLCE|HTRA1|SPARC|COL1A1|MYL9|IGFBP4|MMP14|SNTB1|SNAI2|COL5A1|COL7A1|ITGB3|FSTL3|TGFB1|GPX7|LAMA2|GREM1|VCAM1|TIMP1|GADD45B|MGP|CCN2|TPM2|PVR|FBLN1|ECM2|PMP22|LAMC2|COL6A2|LOXL1|SGCB|ITGAV|TGFBR3|ELN|SLIT2|TAGLN|THY1|THBS1|PLAUR|CD59|FN1|THBS2|ACTA2|FBLN5|IL15|CXCL12|PMEPA1|P3H1|ENO2|FBN2|SAT1|EFEMP2|TNFRSF12A|FAS|SPP1|COL5A3	GSE16879	Enriched in nonresponders
HALLMARK_INFLAMMATORY_RESPONSE	6.14613795479121e-33	1.02435632579854e-31	1.49547932629977	-0.584652700185307	-3.48261221233263	200	PDPN|IL7R|INHBA|CXCL6|RNF144B|PDE4B|CD69|CXCL8|IL6|CCL2|CSF3|LY6E|IL18RAP|TLR1|RGS1|IL10|GPR183|ABCA1|CCL22|SELE|AXL|IL1R1|ICAM1|IL1B|CALCRL|LIF|SERPINE1|CD14|LCP2|CXCL10|TLR2|P2RX7|ITGA5|SEMA4D|CHST2|NAMPT|TNFAIP6|CD48|C5AR1|ITGB8|BTG2|PROK2|CD40|FPR1|CXCL9|NOD2|CCL5|SELL|RIPK2|AQP9|TNFRSF9|OSMR|EMP3|NFKBIA|IL10RA|IL15RA|RGS16|IL1A|PIK3R5|FFAR2|HAS2|LPAR1|EBI3|HIF1A|RASGRP1|PTPRE|MMP14|IL18R1|SLAMF1|LCK|ITGB3|CYBB|KIF1B|CMKLR1|CCR7|C3AR1|TIMP1|CXCL11|PVR|ADGRE1|SLC28A2|LAMP3|PTAFR|EREG|GPR132|TPBG|SLC31A2|OSM|RAF1|CXCR6|CSF3R|TNFRSF1B|CCL7|IRF1|TNFSF15|IRF7|F3|PLAUR|NLRP3|EIF2AK2|CLEC5A|NFKB1|LYN|MYC|IL15	GSE16879	Enriched in nonresponders
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.64508177145343e-30	4.55635221431679e-29	1.42456271623384	-0.567147610252311	-3.37833929961143	200	SOD2|CD86|IFIT3|C1S|PDE4B|CD69|SOCS3|RIGI|PTGS2|IL6|CCL2|ST8SIA4|LY6E|CSF2RB|SAMHD1|IFNAR2|P2RY14|MTHFD2|ICAM1|SOCS1|SLAMF7|IFIH1|LCP2|CXCL10|HLA-DQA1|SERPING1|NAMPT|TNFAIP6|TNFAIP3|IFIT2|BPGM|CD40|FPR1|CXCL9|MX2|IFI44L|CFH|CCL5|RIPK2|CD274|C1R|EPSTI1|NFKBIA|IL10RA|TRIM14|LYSMD2|ARID5B|IL15RA|STAT1|SAMD9L|HIF1A|ISG20|APOL6|IFI30|WARS1|ZBP1|IFITM2|CD38|STAT4|CMKLR1|VCAM1|TXNIP|FCGR1A|CXCL11|SP110|SSPN|BANK1|NCOA3|IDO1|IRF5|MARCHF1|IRF4|GPR18|SELP|CASP4|OAS3|RAPGEF6|UBE2L6|JAK2|PML|PTPN2|OAS2|VAMP5|CCL7|IRF1|LATS2|IRF7|EIF2AK2|NFKB1|XCL1|GBP6|IL15|XAF1|IRF8|PNPT1|IFIT1|STAT2|PSMB9|IL18BP|GBP4|FAS|CASP3|IFI44|ITGB7|PSMB2|PLSCR1|CASP8|RNF31|OGFR|IFITM3|TNFAIP2|ST3GAL5|BST2	GSE16879	Enriched in nonresponders
HALLMARK_ALLOGRAFT_REJECTION	2.28562238934211e-28	2.28562238934211e-27	1.38026491759359	-0.555425852799663	-3.30851607696719	200	INHBA|IL11|SRGN|CD86|IL6|CCL2|ST8SIA4|IL18RAP|TLR1|FCGR2B|IL10|IFNAR2|FYB1|PTPRC|FLNA|CCL4|CCL22|ICAM1|IL1B|GLMN|SOCS1|LIF|F2R|LCP2|IGSF6|TLR2|HLA-DQA1|DEGS1|NCF4|CD40|CD8A|IL16|CXCL9|CCL5|RIPK2|BCAT1|PRKCB|IFNG|CCL11|MMP9|CD2|GZMB|CCR1|STAT1|GPR65|KLRD1|HIF1A|CD28|LCK|ITGAL|WARS1|HDAC9|ITGB2|TGFB1|ETS1|HCLS1|ABCE1|CCR5|STAT4|IL12RB1|TAP2|TIMP1|CCR2|CD3D|CD79A|FGR|IL2RA|ITK|IKBKB|IRF4|EREG|JAK2|PRF1|CD3G|GBP2|CD80|CD3E|CCL7|CD96|HLA-DRA|THY1|HLA-DOA|IRF7|NLRP3|TGFB2|NPM1|TRAT1|LYN|TLR6|CXCL13|IL15|UBE2D1|CD47|IRF8|RPS3A|LY86|ZAP70|CD247|IL12B|TNF|MAP3K7|WAS|FAS|DARS1|EIF3J|CRTAM	GSE16879	Enriched in nonresponders
HALLMARK_KRAS_SIGNALING_UP	1.34194034324072e-15	1.11828361936726e-14	1.01754479730988	-0.445593234276134	-2.6542739628689	200	ETV1|AKAP12|IL7R|MMP10|INHBA|TMEM158|TRAF1|PLAU|PTGS2|MAFB|TFPI|CAB39L|IL33|FCER1G|GFPT2|LY96|HSD11B1|IL1B|ETV5|G0S2|LIF|CLEC4A|CXCL10|NIN|ZNF639|TLR8|PRDM1|NRP1|LAT2|PECAM1|TNFAIP3|BPGM|CSF2|YRDC|MAP3K1|CFH|IKZF1|PRRX1|MMD|ST6GAL1|IL10RA|MMP9|DOCK2|LAPTM5|RGS16|GNG11|SPARCL1|CDADC1|PLAT|GUCY1A1|ADAM8|ADGRL4|LCP1|CXCR4|CSF2RA|HDAC9|ITGB2|GPRC5B|ETS1|SATB1|RELN|ADAM17|GPNMB|CMKLR1|C3AR1|GYPC|CBL|CPE|ADGRA2	GSE16879	Enriched in nonresponders
HALLMARK_IL6_JAK_STAT3_SIGNALING	3.31628073040554e-15	2.36877195028967e-14	1.00731795687447	-0.58774623589716	-3.03828948125505	87	CXCL1|SOCS3|IL6|CSF2RB|CXCL3|IL1R1|IL1B|SOCS1|IL6ST|CD14|CXCL10|PDGFC|TLR2|MAP3K8|CSF2|CD44|CXCL9|GRB2|IL3RA|OSMR|ITGA4|PTPN11|IL15RA|PIK3R5|HAX1|CCR1|STAT1|EBI3|IL18R1|CSF2RA|ITGB3|CD38|TGFB1|IL12RB1|CXCL11|IL17RA|CBL|IL2RA|IL1R2|PTPN2|A2M|CSF3R|TNFRSF1B|CCL7|IRF1	GSE16879	Enriched in nonresponders
HALLMARK_COMPLEMENT	4.0236405980171e-13	2.51477537376069e-12	0.932595211336209	-0.419229616695911	-2.49723328467302	200	TFPI2|CEBPB|CXCL1|MMP12|S100A9|C1S|IL6|ZEB1|GNB4|CTSL|LAMP2|ANXA5|FCER1G|SERPINE1|PLA2G7|LCP2|SERPING1|GZMK|GNG2|PRCP|TNFAIP3|COL4A2|MMP8|FYN|DOCK10|GRB2|PIK3CG|CFH|CCL5|CPQ|C1R|F5|CTSC|GZMB|PIK3R5|PHEX|PIK3CA|GCA|CP|PLAT|PLEK|RASGRP1|GNAI2|MMP14|CALM1|KYNU|LCK|FCN1|S100A12|USP15|TIMP1|CTSB|APOBEC3G|CTSH|CR1|CASP4|JAK2|VCPIP1|RAF1|IRF1|ITGAM|IRF7|F3|APOC1|PLAUR|CD59|FN1|CDH13|LYN|TIMP2|KCNIP3|EHD1|C3|OLR1|PSMB9|SERPINB2|WAS|CASP3|SCG3|PLSCR1|C1QA|LTA4H|CD36|SPOCK2|HSPA5|MSRB1	GSE16879	Enriched in nonresponders
HALLMARK_IL2_STAT5_SIGNALING	1.03609268922925e-10	5.75607049571804e-10	0.839088935621274	-0.394373604902431	-2.343584855755	199	TRAF1|LRRC8C|CD86|RRAGD|PRNP|IL10|CTLA4|PHLDA1|SOCS1|DENND5A|LIF|CXCL10|CST7|SLC2A3|NRP1|TNFRSF4|CD48|XBP1|HIPK2|RORA|MAP3K8|PRKCH|RHOH|CSF2|GSTO1|CD44|ADAM19|IL3RA|SELL|TNFRSF9|IL10RA|ITIH5|PRAF2|RGS16|TWSG1|GPR65|BATF3|COL6A1|ALCAM|IL18R1|SHE|GLIPR2|GADD45B|CD83|NCOA3|IL2RA|IL1R2|NFIL3|IRF4|SELP|ETFBKMT|ITGAV|HOPX|SWAP70|TNFSF11|ICOS|MAPKAPK2|TNFRSF1B|GUCY1B1|CD81|ITGAE|MYC|TIAM1|BATF|IRF8|TLR7|PHTF2|BMPR2|GBP4|SPP1|CASP3|AHR|IKZF4|TGM2|PLSCR1|COCH|IFITM3|IGF1R|RNH1	GSE16879	Enriched in nonresponders
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.37782426480897e-10	6.88912132404484e-10	0.826657301178302	-0.498693841795712	-2.61907259731132	97	IFIT3|C1S|LY6E|IFIH1|PROCR|CXCL10|IFIT2|IFI44L|SELL|RIPK2|EPSTI1|TRIM14|TRIM5|SAMD9L|ISG20|ELF1|IFI30|WARS1|IFITM2|TXNIP|CXCL11|SP110|LAMP3|UBE2L6|NCOA7|GBP2|IRF1|IRF7|EIF2AK2|IL15|CD47|PNPT1|STAT2|PSMB9|GBP4|IFI44|PLSCR1|CASP8|RNF31|OGFR|IFITM3|IFITM1|BST2|PSMB8|LPAR6|ADAR|CSF1|MX1|SLC25A28|LAP3|IRF9|CD74|RSAD2|IFI35|B2M|CMPK2|BATF2|IL4R|NMI|PARP14	GSE16879	Enriched in nonresponders
